,unique_songs,counts
702,Kanye West__Blood On The Leaves,571
703,Arcade Fire__Rebellion (Lies),571
704,Owl City__Good Time,570
705,KISS__I Was Made For Lovin' You,570
706,Gym Class Heroes__Stereo Hearts - feat. Adam Levine,570
707,The Prodigy__Smack My Bitch Up,570
708,Loreen__Euphoria - Single Version,570
709,Jimi Hendrix__Purple Haze,569
710,Fleet Foxes__Mykonos,569
711,Band of Horses__No One's Gonna Love You,569
712,Gorillaz__DARE,568
713,Dusty Springfield__Son Of A Preacher Man,568
714,The Killers__Smile Like You Mean It,568
715,Sublime__What I Got,568
716,Cults__Go Outside,566
717,Aloe Blacc__I Need A Dollar,566
718,Sixpence None The Richer__Kiss Me,566
719,The Smashing Pumpkins__Today,566
720,Rick Astley__Never Gonna Give You Up,566
721,Shakira__Can't Remember to Forget You,565
722,Purity Ring__Fineshrine,565
723,Bloodhound Gang__The Bad Touch,565
724,Mumford & Sons__Hopeless Wanderer,564
725,The Chemical Brothers__Hey Boy Hey Girl,564
726,Bruce Springsteen__Dancing in the Dark,563
727,Kanye West__Monster,563
728,"Stevie Wonder__Signed, Sealed, Delivered (I'm Yours)",563
729,Marvin Gaye__Let's Get It On,562
730,"Yann Tiersen__Comptine d'un autre été, l'après-midi",562
731,Jason Derulo__Trumpets,562
732,Queen__Another One Bites The Dust,562
733,Future Islands__Seasons (Waiting On You),561
734,Bon Iver__Calgary,561
735,Maroon 5__Animals,561
736,Rihanna__What's My Name?,560
737,Elvis Presley__Suspicious Minds,560
738,Fugees__Killing Me Softly with His Song,558
739,Eminem__Without Me,558
740,Kendrick Lamar__Backseat Freestyle,558
741,Ben Howard__Old Pine,557
742,The Kooks__Junk of the Heart (Happy),557
743,OneRepublic__If I Lose Myself - Alesso vs OneRepublic,556
744,Death Cab for Cutie__Soul Meets Body,556
745,Scorpions__Wind Of Change,555
746,Ice Cube__It Was A Good Day,555
747,Icona Pop__All Night,555
748,David Bowie__Heroes - 1999 Remastered Version,555
749,"The Weeknd__Earned It (Fifty Shades Of Grey) - From The Fifty Shades Of Grey"" Soundtrack""",554
750,Blondie__Call Me,554
751,Jason Derulo__Wiggle (feat. Snoop Dogg),554
752,Rage Against The Machine__Bulls on Parade,553
753,Beyoncé__XO,553
754,Prince & The Revolution__Kiss,553
755,Lykke Li__I Follow Rivers - The Magician Remix,553
756,A$AP Rocky__Wild for the Night,551
757,Cee Lo Green__Fuck You,551
758,Elton John__Rocket Man (I Think It's Going To Be A Long Long Time),551
759,Frank Ocean__Lost,551
760,Missy Elliott__Get Ur Freak On,550
761,Arcade Fire__The Suburbs,550
762,The Drums__Let's Go Surfing,550
763,Neon Trees__Animal,550
764,Lady Gaga__The Edge Of Glory,550
765,NONONO__Pumpin Blood,550
766,The Black Keys__Fever,549
767,The Chemical Brothers__Galvanize,549
768,Train__Drops of Jupiter,548
769,Eric Clapton__Tears In Heaven,548
770,Tom Petty__Free Fallin',548
771,Green Day__When I Come Around,548
772,P!nk__Raise Your Glass,548
773,The Human League__Don't You Want Me - 2002 - Remaster,548
774,Chumbawamba__Tubthumping,547
775,Britney Spears__...Baby One More Time,547
776,Van Halen__Jump - Remastered Version,546
777,Eminem__Berzerk,545
778,Haddaway__What Is Love,545
779,Nirvana__About A Girl,544
780,Arcade Fire__Wake Up,544
781,RUN-DMC__Walk This Way,543
782,Kylie Minogue__Can't Get You Out Of My Head,543
783,The Notorious B.I.G.__Big Poppa,543
784,Sinead O'Connor__Nothing Compares 2 U,543
785,Led Zeppelin__Whole Lotta Love,542
786,John Legend__All of Me - (Tiësto's Birthday Treatment Remix) [Radio Edit],542
787,Lenny Kravitz__Fly Away,541
788,Lady Gaga__Paparazzi,541
789,Deee-Lite__Groove Is In The Heart,540
790,Justice__Civilization,540
791,Kasabian__Club Foot,540
792,Stevie Wonder__Superstition,540
793,The Killers__Runaways,539
794,Matt and Kim__Daylight,539
795,Lou Reed__Perfect Day,539
796,The Knack__My Sharona,539
797,Nina Simone__Feeling Good,539
798,No Doubt__Just A Girl,539
799,The Smiths__How Soon Is Now? (2008 Remastered Version),539
800,Fergie__A Little Party Never Killed Nobody (All We Got),539
801,Calvin Harris__Thinking About You,538
802,"Fall Out Boy__Dance, Dance",538
803,Alexandra Stan__Mr. Saxobeat - Radio Edit,538
804,The Smiths__There Is A Light That Never Goes Out,537
805,Red Hot Chili Peppers__Dani California,537
806,Whitney Houston__I Will Always Love You,536
807,M83__Reunion,536
808,The Police__Roxanne,536
809,Bon Iver__Flume,536
810,Pearl Jam__Black,536
811,R. Kelly__Ignition (Remix),535
812,alt-J__Dissolve Me,535
813,Kanye West__Mercy,533
814,Of Monsters and Men__Love Love Love,533
815,Kings Of Leon__Closer,533
816,Eminem__My Name Is,532
817,La Roux__In For The Kill,532
818,Toto__Hold the Line,531
819,Caesars__Jerk It Out - Original Mix,530
820,JAY Z__Tom Ford,530
821,Paramore__Ain't It Fun,530
822,Plain White T's__Hey There Delilah,530
823,The Wallflowers__One Headlight,529
824,Family of the Year__Hero,529
825,Katy Perry__Hot N Cold,529
826,alt-J__Matilda,529
827,R.E.M.__Man On The Moon,529
828,Arctic Monkeys__I Wanna Be Yours,529
829,Simon & Garfunkel__The Sound of Silence,529
830,Paramore__Still Into You,529
831,Starship__We Built This City,529
832,Rudimental__Waiting All Night (feat. Ella Eyre),528
833,Fleetwood Mac__The Chain,528
834,Snoop Dogg__Drop It Like It's Hot,528
835,Elvis Presley__Jailhouse Rock,528
836,Feist__1234,528
837,The National__I Need My Girl,527
838,Blondie__One Way or Another,527
839,Florence + The Machine__Cosmic Love,527
840,The Vaccines__If You Wanna,526
841,Lorde__Buzzcut Season,526
842,The Script__The Man Who Can't Be Moved,525
843,ZZ Top__La Grange,525
844,Nicki Minaj__Anaconda,525
845,Simple Minds__Don't You (Forget About Me),525
846,Creedence Clearwater Revival__Have You Ever Seen The Rain,525
847,Cream__Sunshine Of Your Love,525
848,Bob Marley & The Wailers__Redemption Song,525
849,Backstreet Boys__I Want It That Way,525
850,The Mojos__One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,524
851,OneRepublic__Good Life,524
852,U2__Sunday Bloody Sunday,524
853,Dropkick Murphys__I'm Shipping Up To Boston,524
854,Jungle__Busy Earnin',524
855,Bruce Springsteen__Streets of Philadelphia,524
856,Lana Del Rey__Off To The Races,524
857,Two Door Cinema Club__I Can Talk,524
858,The Black Keys__Next Girl,523
859,Nirvana__All Apologies,523
860,Aerosmith__I Don't Want to Miss a Thing,522
861,R.E.M.__Shiny Happy People,522
862,Selena Gomez__Come & Get It,522
863,The Strokes__Under Cover of Darkness,522
864,Sufjan Stevens__Chicago,521
865,Rihanna__FourFiveSeconds,521
866,Lady Antebellum__Need You Now,521
867,CHVRCHES__Gun,521
868,Don McLean__American Pie,521
869,Papa Roach__Last Resort,521
870,Beyoncé__Best Thing I Never Had,521
871,A Tribe Called Quest__Can I Kick It?,520
872,Crowded House__Don't Dream It's Over,519
873,Wiz Khalifa__Black And Yellow,519
874,Atlas Genius__Trojans,519
875,Lana Del Rey__Radio,519
876,Evanescence__My Immortal,519
877,Iggy Pop__Lust For Life,519
878,Ben Howard__Only Love,519
879,Bastille__Flaws,518
880,Bob Marley & The Wailers__Buffalo Soldier,518
881,JAY Z__Run This Town [Jay-Z + Rihanna + Kanye West],518
882,Lou Reed__Walk on the Wild Side,518
883,Journey__Any Way You Want It,518
884,Beck__Blue Moon,517
885,Dr. Dre__Forgot About Dre,517
886,Rhye__Open,517
887,Muse__Resistance,516
888,Wu-Tang Clan__C.R.E.A.M.,516
889,Stone Temple Pilots__Plush,515
890,The Smashing Pumpkins__Disarm,515
891,Kendrick Lamar__Poetic Justice,515
892,Alesso__Heroes (we could be),514
893,Violent Femmes__Blister In The Sun (Remastered Album Version),514
894,The Beach Boys__Good Vibrations - 2001 - Remaster,513
895,alt-J__Every Other Freckle,513
896,Arctic Monkeys__Brianstorm,513
897,The Turtles__Happy Together,512
898,Florence + The Machine__What The Water Gave Me,512
899,Eminem__Rap God,512
900,alt-J__Hunger Of The Pine,512
901,Beirut__Santa Fe,511
902,alt-J__Taro,511
903,Franz Ferdinand__Do You Want To,511
904,Kid Cudi__Pursuit Of Happiness (nightmare),510
905,Kendrick Lamar__Money Trees,510
906,The Roots__The Seed (2.0),510
907,My Chemical Romance__Welcome To The Black Parade,509
908,Beyoncé__Countdown,509
909,Kanye West__New Slaves,508
910,Interpol__Evil,508
911,Coldplay__Charlie Brown,508
912,Will Smith__Gettin' Jiggy Wit It,508
913,Kings Of Leon__Pyro,508
914,Route 94__My Love,508
915,Crazy Town__Butterfly,508
916,The Black Keys__Howlin’ For You,507
917,Emeli Sandé__Next to Me,507
918,Mumford & Sons__I Gave You All,507
919,The Who__Baba O'Riley - Original Album Version,507
920,Oasis__Don't Look Back In Anger,507
921,Fleet Foxes__Helplessness Blues,506
922,Ella Henderson__Ghost,506
923,Arctic Monkeys__Snap Out Of It,506
924,Arcade Fire__Sprawl II (Mountains Beyond Mountains),506
925,Ram Jam__Black Betty,506
926,The xx__Sunset,505
927,Beastie Boys__Intergalactic - 2009 Digital Remaster,505
928,Hot Chip__Over And Over,504
929,Frank Ocean__Pyramids,504
930,Feist__Mushaboom,504
931,Katy Perry__Wide Awake,504
932,Bill Withers__Lovely Day,504
933,Paramore__The Only Exception,504
934,Lorde__Glory And Gore,503
935,Coldplay__Violet Hill,503
936,Miley Cyrus__Party In The U.S.A.,503
937,Eric Clapton__Layla,502
938,Alien Ant Farm__Smooth Criminal,502
939,Shakira__Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup (TM) Song),502
940,The Breeders__Cannonball,502
941,Dire Straits__Money For Nothing,502
942,Flo Rida__GDFR (feat. Sage The Gemini & Lookas),502
943,C & C Music Factory__Gonna Make You Sweat (Everybody Dance Now),502
944,Imogen Heap__Hide And Seek,501
945,Regina Spektor__Samson,501
946,Lorde__Ribs,501
947,The Killers__Spaceman,500
948,Lana Del Rey__Dark Paradise,500
949,R.E.M.__It's the End of the World As We Know It (And I Feel Fine),500
950,Daft Punk__Something About Us,499
951,Mumford & Sons__After The Storm,499
952,Edward Sharpe & The Magnetic Zeros__40 Day Dream,498
953,Avicii__Silhouettes - Original Radio Edit,498
954,P!nk__Blow Me (One Last Kiss),498
955,The Fray__How to Save a Life,497
956,Norah Jones__Come Away With Me,497
957,Noah And The Whale__L.I.F.E.G.O.E.S.O.N.,497
958,The Cardigans__Lovefool,497
959,Dolly Parton__Jolene,497
960,Kanye West__Heartless,497
961,Lorde__400 Lux,496
962,Benny Benassi__Cinema - Skrillex Remix,496
963,Alice Cooper__Poison,496
964,Britney Spears__I Wanna Go,495
965,Stone Temple Pilots__Interstate Love Song,495
966,Two Door Cinema Club__Sun,495
967,Bastille__Of The Night,495
968,Robyn__Call Your Girlfriend,495
969,Jimi Hendrix__Hey Joe,495
970,Kasabian__Fire,495
971,Foster The People__Coming of Age,495
972,"Earth, Wind & Fire__Let's Groove",494
973,Coldplay__Every Teardrop Is A Waterfall,493
974,LCD Soundsystem__Someone Great,493
975,Rihanna__Umbrella,493
976,Arctic Monkeys__Knee Socks,493
977,M83__We Own The Sky,493
978,Fugees__Ready or Not,492
979,Louis Armstrong__What A Wonderful World,492
980,will.i.am__This Is Love,492
981,Marvin Gaye__Ain't No Mountain High Enough - Stereo Version,492
982,Franz Ferdinand__No You Girls,491
983,Jack Johnson__Banana Pancakes,491
984,Bee Gees__Stayin' Alive (Remastered Album Version),491
985,Gossip__Heavy Cross,491
986,Lana Del Rey__Ride,491
987,Pitbull__International Love,490
988,Gwen Stefani__Hollaback Girl,490
989,John Mayer__Who Says,490
990,Two Door Cinema Club__Sleep Alone,490
991,Christina Perri__A Thousand Years,489
992,Rihanna__Don't Stop The Music,489
993,will.i.am__#thatPOWER,489
994,Kings Of Leon__Supersoaker,488
995,Miguel__Adorn,488
996,Rihanna__Man Down,488
997,Hot Chip__Ready For The Floor,488
998,Black Sabbath__Iron Man,488
999,Kodaline__All I Want,487
1000,Pearl Jam__Just Breathe,487
1001,Stromae__Papaoutai,487
1002,RJD2__Ghostwriter,486
1003,The Script__Breakeven,486
1004,Jake Bugg__Lightning Bolt,486
1005,The Ting Tings__Shut Up and Let Me Go,486
1006,The Bangles__Walk Like an Egyptian,485
1007,OneRepublic__Secrets,485
1008,Culture Club__Karma Chameleon,485
1009,Beastie Boys__Sabotage,485
1010,Jefferson Airplane__Somebody to Love,485
1011,Sleigh Bells__Rill Rill,485
1012,Damien Rice__9 Crimes,484
1013,Taio Cruz__Break Your Heart,484
1014,Thirty Seconds To Mars__Kings and Queens,482
1015,"Iron & Wine__Flightless Bird, American Mouth",482
1016,Flo Rida__I Cry,482
1017,Mumford & Sons__Timshel,482
1018,Linkin Park__What I've Done,482
1019,Eurythmics__Sweet Dreams (Are Made of This),482
1020,Vampire Weekend__Cousins,482
1021,Kanye West__Love Lockdown,482
1022,Regina Spektor__Fidelity,482
1023,Rick Springfield__Jessie's Girl,482
1024,Radiohead__Idioteque,481
1025,Muse__Feeling Good,481
1026,The Weeknd__Wicked Games,481
1027,Sting__Englishman In New York,481
1028,Animal Collective__My Girls,481
1029,The Kinks__You Really Got Me,481
1030,Alanis Morissette__You Oughta Know,480
1031,Passion Pit__Carried Away,480
1032,Crystal Fighters__At Home,480
1033,Ke$ha__We R Who We R,480
1034,The Black Eyed Peas__Meet Me Halfway,480
1035,Muse__Plug In Baby,480
1036,The Offspring__Self Esteem,480
1037,Metronomy__The Bay,479
1038,Madonna__Like A Virgin,479
1039,Mumford & Sons__Dust Bowl Dance,479
1040,Lady Gaga__Judas,478
1041,Cat Stevens__Wild World,477
1042,Spandau Ballet__True,477
1043,Florence + The Machine__Never Let Me Go,477
1044,Sum 41__Fat Lip,477
1045,System Of A Down__B.Y.O.B.,477
1046,Stevie Wonder__Sir Duke,476
1047,Nero__Promises,476
1048,Queen__Under Pressure,475
1049,Grizzly Bear__Yet Again,475
1050,The Buggles__Video Killed The Radio Star,475
1051,Amy Winehouse__Tears Dry On Their Own,475
1052,LCD Soundsystem__Daft Punk Is Playing At My House,475
1053,Bombay Bicycle Club__Always Like This,475
1054,JAY Z__Numb/Encore,475
1055,Vanilla Ice__Ice Ice Baby,475
1056,Stealers Wheel__Stuck In The Middle With You,474
1057,Katy Perry__I Kissed a Girl,474
1058,The Whitest Boy Alive__Burning,474
1059,Explosions In The Sky__Your Hand In Mine,474
1060,Hole__Celebrity Skin,474
1061,Vampire Weekend__Giving Up The Gun,474
1062,Kasabian__Underdog,474
1063,Gotye__Eyes Wide Open,474
1064,Alicia Keys__Girl on Fire,474
1065,"Fatboy Slim__Right Here, Right Now",474
1066,Phillip Phillips__Home,474
1067,Queen__I Want To Break Free - Remastered 2011,473
1068,James Blunt__You're Beautiful,472
1069,Red Hot Chili Peppers__Can't Stop,472
1070,Fun.__Carry On,472
1071,Duffy__Mercy,472
1072,The Black Eyed Peas__Boom Boom Pow,471
1073,Portishead__Glory Box,471
1074,Fine Young Cannibals__She Drives Me Crazy,471
1075,Arctic Monkeys__One For The Road,471
1076,Cypress Hill__Insane in the Brain,470
1077,The Black Eyed Peas__Where Is The Love?,470
1078,The Chainsmokers__#SELFIE,470
1079,Fall Out Boy__Thnks fr th Mmrs,470
1080,Haim__If I Could Change Your Mind,470
1081,Chris Brown__Turn Up the Music,470
1082,Solange__Losing You,470
1083,Lana Del Rey__West Coast,470
1084,Echo And The Bunnymen__The Killing Moon,470
1085,Grouplove__Colours,469
1086,Foo Fighters__Rope,469
1087,Jack White__Love Interruption,469
1088,Mumford & Sons__Ghosts That We Knew,469
1089,Katy Perry__This Is How We Do,468
1090,Justin Timberlake__What Goes Around.../...Comes Around Interlude,466
1091,Beastie Boys__Fight For Your Right,466
1092,Sam Smith__Latch - Acoustic,466
1093,The xx__Chained,466
1094,The xx__Basic Space,465
1095,Starship__Nothing's Gonna Stop Us Now,465
1096,Madness__Our House,465
1097,Swedish House Mafia__One (Your Name) [feat. Pharrell] [Radio Edit],465
1098,David Guetta__Who's That Chick ? (feat. Rihanna) [Single Version],465
1099,Yeah Yeah Yeahs__Heads Will Roll - A-Trak Radio Edit,464
1100,Marvin Gaye__What's Going On,464
1101,Bruno Mars__It Will Rain,464
1102,Vampire Weekend__White Sky,464
1103,Norah Jones__Don't Know Why,463
1104,Salt-N-Pepa__Push It,463
1105,Kanye West__Touch The Sky,463
1106,The xx__Infinity,463
1107,Ratatat__Wildcat,463
1108,Aerosmith__Cryin',463
1109,Eric Clapton__Cocaine,462
1110,deadmau5__Strobe - Radio Edit,462
1111,Foster The People__I Would Do Anything for You,462
1112,Vanessa Carlton__A Thousand Miles,462
1113,First Aid Kit__My Silver Lining,462
1114,Lana Del Rey__Diet Mountain Dew,461
1115,Beyoncé__7/11,461
1116,The Hives__Tick Tick Boom,461
1117,The Black Eyed Peas__Just Can’t Get Enough,461
1118,Vampire Weekend__Ya Hey,460
1119,Beyoncé__Partition,460
1120,David Guetta__Without You - feat. Usher,460
1121,FKA twigs__Two Weeks,460
1122,Panic! At The Disco__I Write Sins Not Tragedies,460
1123,Phantogram__When I'm Small,460
1124,Marilyn Manson__The Beautiful People,460
1125,Thin Lizzy__The Boys Are Back In Town,460
1126,James Bay__Hold Back The River,459
1127,Destiny's Child__Say My Name,459
1128,The Notorious B.I.G.__Mo Money Mo Problems (feat. Mase & Puff Daddy),459
1129,Mumford & Sons__Below My Feet,459
1130,RUN-DMC__It's Tricky,459
1131,Calvin Harris__Drinking From the Bottle,459
1132,Mumford & Sons__Thistle & Weeds,459
1133,Placebo__Running Up That Hill,458
1134,The Rolling Stones__You Can't Always Get What You Want,458
1135,Avicii__The Nights,458
1136,Frank Ocean__Super Rich Kids,458
1137,Imagine Dragons__Bleeding Out,458
1138,George Michael__Careless Whisper,457
1139,Fleetwood Mac__Everywhere,457
1140,Bon Iver__Blood Bank,457
1141,Mumford & Sons__Lovers' Eyes,456
1142,St. Vincent__Digital Witness,456
1143,Cake__The Distance,456
1144,Sara Bareilles__Brave,456
1145,MKTO__Classic,456
1146,U2__Pride (In The Name Of Love),456
1147,Marina and The Diamonds__Primadonna,456
1148,Rihanna__Disturbia,456
1149,LCD Soundsystem__All My Friends,456
1150,Duran Duran__Hungry Like The Wolf,455
1151,deadmau5__Some Chords,455
1152,Metallica__Master Of Puppets,455
1153,Katy Perry__Part Of Me,455
1154,Red Hot Chili Peppers__By The Way,455
1155,Ryan Adams__Wonderwall,455
1156,Mumford & Sons__Holland Road,455
1157,The Prodigy__Breathe,454
1158,Jake Bugg__Two Fingers,454
1159,Nirvana__Polly,454
1160,Avicii__The Days,454
1161,Chris Brown__Don't Wake Me Up,454
1162,The Lumineers__Slow It Down,454
1163,Jimi Hendrix__All Along The Watchtower,454
1164,David Guetta__Gettin' Over You (feat. Fergie & LMFAO),454
1165,Queens Of The Stone Age__Go With The Flow,453
1166,Sebastian Ingrosso__Calling (Lose My Mind) - Radio Edit,453
1167,SBTRKT__Hold On (feat. Sampha),452
1168,The Stranglers__Golden Brown,452
1169,deadmau5__Ghosts 'n' Stuff - feat. Rob Swire,452
1170,Daft Punk__Technologic,452
1171,The Strokes__Machu Picchu,452
1172,Bloc Party__Helicopter,452
1173,Portishead__Roads,451
1174,Stromae__Alors on danse - Radio Edit,451
1175,"The Raconteurs__Steady, As She Goes",451
1176,The Civil Wars__Poison & Wine,451
1177,Queen__We Are The Champions,450
1178,Kansas__Carry on Wayward Son,450
1179,Duran Duran__Ordinary World,450
1180,Queens Of The Stone Age__I Sat By The Ocean,450
1181,First Aid Kit__Emmylou,449
1182,Birdy__People Help The People,449
1183,Air__Sexy Boy,449
1184,Radiohead__Street Spirit (Fade Out),449
1185,Sum 41__In Too Deep,449
1186,Alicia Keys__Empire State of Mind (Pt. II) Broken Down,448
1187,Lou Bega__Mambo No. 5 (A Little Bit of...),448
1188,Santana__Smooth,448
1189,Bryan Adams__(Everything I Do) I Do It For You,448
1190,Silversun Pickups__Lazy Eye,448
1191,The xx__Night Time,447
1192,The xx__Shelter,447
1193,Sam Smith__Lay Me Down,447
1194,Bob Dylan__Hurricane,446
1195,Rhye__The Fall,446
1196,The Cranberries__Dreams,446
1197,Skrillex__Summit (feat. Ellie Goulding),445
